description,category,service_id,service_name
العربية بتقف متأخر لما افرمل,brakes,3,إصلاح الفرامل
العربية بتاعتي، العربية بتهز بعد الثمانين,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: في هزة لما فرملت,brakes,3,إصلاح الفرامل
العربية بترزع من أي حفرة صغيرة، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
العربية بتاعتي، العربية بتبطل لوحدها وأنا واقف,engine,11,فحص المحرك الإلكتروني
في هزة الفرملة، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
عندي مشكلة: الفرامل مش ماسكة,brakes,3,إصلاح الفرامل
عندي مشكلة: العربية بتطفى مني فجأة وأنا ماشي,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية بتهز بعد الثمانين,alignment_balancing,5,ضبط الزوايا والتوازن
المساعدين فيهم مشكلة، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
عندي مشكلة: لما اهدي السرعة العربية بتطفى,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية مش ماسكة الطريق الوعر,suspension,6,إصلاح نظام التعليق
الموتور بيوقف لوحده في الزحمة,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: الجيرات مش بتدخل,transmission,8,إصلاح ناقل الحركة
العربيه بتهز علي سرعه عاليه,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، الفرامل بتسخن,brakes,3,إصلاح الفرامل
الفتيس مش بيرجع للنيوترال,transmission,8,إصلاح ناقل الحركة
عندي مشكلة: العربية بتتحرك بسلاسة أقل,engine,11,فحص المحرك الإلكتروني
في صوت طق في التعليق، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
صوتها بيكبر الطلعة,engine,11,فحص المحرك الإلكتروني
في صوت عالي مش طبيعي من العربية، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العجل مش متوازن,alignment_balancing,5,ضبط الزوايا والتوازن
في صوت زعيق من الدركسيون، ممكن تساعدني؟,steering,7,إصلاح نظام التوجيه
في طقطقة من التعليق,suspension,6,إصلاح نظام التعليق
في ريحه بنزين في العربيه,exhaust,12,إصلاح نظام العادم
محتاج مساعدة، العربية حاسسها تقيلة,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربية بتنتش فجأة لما ادوس الغاز,engine,11,فحص المحرك الإلكتروني
العربية في رج وانا الفرملة,brakes,3,إصلاح الفرامل
محتاج مساعدة، المقود بيتعقل لما بلف,steering,7,إصلاح نظام التوجيه
الموتور مبيشتغلش صح,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربية بتنتش لما انقل الغيار,transmission,8,إصلاح ناقل الحركة
لقيت زيت على الأرض تحت العربية,oil_leak,2,إصلاح تسريب الزيت
عندي مشكلة: الموتور بيقفل وأنا واقف,engine,11,فحص المحرك الإلكتروني
العربية بتهز لما اعدي 80,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، في صفير من الفرامل,brakes,3,إصلاح الفرامل
محتاج مساعدة، في رزعة شديدة على الطريق المكسر,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، العربية بتتأخر في الدوارة,starting,13,إصلاح مشاكل التشغيل
العربية بتاعتي، العربية بتتهز جامد بعد الثمانين,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: في هزه على الاوتوستراد,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: الموتور بيكركب,engine,11,فحص المحرك الإلكتروني
العربية بتتهبد على المطبات، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
العربية بترعش على سرعة عالية,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، العربية بتهز فوق سرعة 80,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، العربيه بتطلع ريحه غريبه,exhaust,12,إصلاح نظام العادم
العربية بتفصل لوحدها في الزحمة,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربية مليانة تراب,cleaning,16,تنظيف وتلميع السيارة
العربية صوتها بيعلى لما اطلع مطلع,engine,11,فحص المحرك الإلكتروني
في رج دايس فرامل,brakes,3,إصلاح الفرامل
العربية بتاعتي، الموتور بيطفى لما ارفع رجلي من البنزين,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، أداء العربية بيقل لما تسخن,cooling,10,إصلاح نظام التبريد
العربية بترتعش لما اجري,alignment_balancing,5,ضبط الزوايا والتوازن
البنزين بيخلص بسرعة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربيه في رج لما فرملت,brakes,3,إصلاح الفرامل
احتكاك بيزيد مع السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
الدركسيون بقى بيتهز في إيدي على السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
الإطار بيفش بسرعة,tires,4,تغيير إطارات
العربيه بتتهز وانا شايل فرامل,brakes,3,إصلاح الفرامل
العربية بتاعتي، في ضعف في الموتور,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، في ريحة بنزين واضحة من الشكمان,exhaust,12,إصلاح نظام العادم
العربيه صوتها بيكبر لما اطلع,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، موعد تغيير الزيت جه,oil_change,1,تغيير زيت المحرك
العربيه بتعمل صوت زن,tires,4,تغيير إطارات
مية الموتور بتتسرب,cooling,10,إصلاح نظام التبريد
محتاج مساعدة، الموتور مش مستوي وأنا واقف,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربيه بتطفى وانا بسوق,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، في ريحة سلك محروق,electrical,14,إصلاح الكهرباء
العربية بترج وهي باردة لما اشغلها، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية بتطفى في الزحمة,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: في صوت طق خفيف,suspension,6,إصلاح نظام التعليق
العربية بتاعتي، دخان بيطلع من الموتور مش الشكمان,engine,11,فحص المحرك الإلكتروني
المقود بيرعش وانا ماشي,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: التكييف مش بيبرد زي الأول,ac,9,فحص وإصلاح المكيف
محتاج مساعدة، العربيه تقيله في البدايه,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، في صوت مزعج مش طبيعي,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، في صوت طقطقه مع الحركه,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، العربية بتتقطع في نص الطريق,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، النور الواطي ضعيف,electrical,14,إصلاح الكهرباء
بتكتم لما اطلع,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: الفتيس بيعمل نتش لما انقل,transmission,8,إصلاح ناقل الحركة
العربية بتاعتي، الشكمان محتاج تغيير,exhaust,12,إصلاح نظام العادم
عندي مشكلة: في رج دايس فرامل,brakes,3,إصلاح الفرامل
